Job Title,Job link,Company,Salary,Experience,Min_Salary,Max_Salary,Experience(in yrs),Category
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-vadodara-at-rethinkingweb1750414992,RethinkingWeb,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
Associate Mobile App Developer,https://internshala.com/job/detail/remote-associate-mobile-app-developer-job-at-bluecsin1749739378,BLUECS.IN,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
Senior Full Stack Developer,https://internshala.com/job/detail/senior-full-stack-developer-job-in-faridabad-at-digital-gorilla1749644738,Digital Gorilla,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
Website Audit Video Creator (Remote),https://internshala.com/job/detail/fresher-remote-website-audit-video-creator-remote-job-at-allignercom1749469361,Alligner.com,"₹ 2,00,000 - 4,00,000 /year",0 year(s),200000,400000,0,IT Support & Infrastructure
Associate Python Developer,https://internshala.com/job/detail/fresher-associate-python-developer-job-in-jaipur-at-startwith-basicx-private-limited1749450060,Startwith Basicx Private Limited,"₹ 2,00,000 - 4,00,000 /year",0 year(s),200000,400000,0,Data & AI
Junior Software Developer,https://internshala.com/job/detail/fresher-remote-junior-software-developer-job-at-hexacom-technologies1749387303,Hexacom Technologies,"₹ 2,00,000 - 4,00,000 /year",0 year(s),200000,400000,0,Software Development
Mern Trainer,https://internshala.com/job/detail/mern-trainer-job-in-hyderabad-at-learnify1749112499,Learnify,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Data & AI
Full Stack Developer,https://internshala.com/job/detail/fresher-full-stack-developer-job-in-rajkot-at-parsh-technologies1749032455,Parsh Technologies,"₹ 2,00,000 - 4,00,000 /year",0 year(s),200000,400000,0,Software Development
Python Developer,https://internshala.com/job/detail/fresher-remote-python-developer-job-at-smartplot1749023506,Smartplot,"₹ 2,00,000 - 4,00,000 /year",0 year(s),200000,400000,0,Data & AI
Junior Front End Developer,https://internshala.com/job/detail/remote-part-time-junior-front-end-developer-job-at-reliai1748671433,Reli.AI,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
Programmer,https://internshala.com/job/detail/remote-part-time-programmer-job-at-webplur-technology1748326077,Webplur Technology,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
Senior Full Stack Developer,https://internshala.com/job/detail/senior-full-stack-developer-job-in-gurgaon-at-fine-data-analytics-private-limited1748002736,Fine Data Analytics Private Limited,"₹ 2,00,000 - 4,00,000 /year",1 year(s),200000,400000,1,Software Development
System Administrator Intern,https://internshala.com/job/detail/system-administrator-intern-job-in-jalgaon-kh-at-sk-translines-private-limited1749731534,S.K. Translines Private Limited,"₹ 2,00,000 - 3,50,000 /year",1 year(s),200000,350000,1,IT Support & Infrastructure
Service Desk,https://internshala.com/job/detail/fresher-service-desk-job-in-multiple-locations-at-axi-workforce-pvt-ltd1749097688,Axi Workforce Pvt Ltd,"₹ 2,00,000 - 3,50,000 /year",0 year(s),200000,350000,0,Other
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-pune-at-rosche-systems1750400674,Rosche Systems,"₹ 2,00,000 - 3,30,000 /year",1 year(s),200000,330000,1,Software Development
Website Development (Lead Generation Focus),https://internshala.com/job/detail/part-time-website-development-lead-generation-focus-job-in-delhi-at-vardhman-airport-solutions-private-limited1749788756,Vardhman Airport Solutions Private Limited,"₹ 2,00,000 - 3,20,000 /year",1 year(s),200000,320000,1,IT Support & Infrastructure
Backend Developer,https://internshala.com/job/detail/fresher-backend-developer-job-in-chennai-at-sanjith-rozario1749623848,LeadPro,"₹ 2,00,000 - 3,20,000 /year",0 year(s),200000,320000,0,Software Development
Android App Developer,https://internshala.com/job/detail/fresher-android-app-developer-job-in-kolkata-at-weavers-web1749125575,Weavers Web,"₹ 2,00,000 - 3,20,000 /year",0 year(s),200000,320000,0,Software Development
Mobile App Developer,https://internshala.com/job/detail/mobile-app-developer-job-in-noida-at-dsd-systems-private-limited1747296457,DSD Systems Private Limited,"₹ 2,00,000 - 3,20,000 /year",1 year(s),200000,320000,1,Software Development
Shopify Developer,https://internshala.com/job/detail/shopify-developer-job-in-delhi-at-growify-digital1750651773,Growify Digital,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Helpdesk Executive,https://internshala.com/job/detail/fresher-helpdesk-executive-job-in-multiple-locations-at-softcell-technologies-limited1748591120,Softcell Technologies Limited,"₹ 2,00,000 - 3,00,000 /year",0 year(s),200000,300000,0,Other
Senior WordPress Developer,https://internshala.com/job/detail/senior-wordpress-developer-job-in-mumbai-at-innovate-content1749160488,Innovate Content,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Information Technology Engineer,https://internshala.com/job/detail/information-technology-engineer-job-in-dehradun-at-shubh-enterprises1750403411,Shubh Enterprises,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Product Manager,https://internshala.com/job/detail/fresher-product-manager-job-in-multiple-locations-at-conceptmart1750322334,Conceptmart,"₹ 2,00,000 - 3,00,000 /year",0 year(s),200000,300000,0,Project & Product Management
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-delhi-at-stirring-minds1750312451,Stirring Minds,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
IT Administrator,https://internshala.com/job/detail/it-administrator-job-in-gurgaon-at-group-futurista1750157403,Group Futurista,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,IT Support & Infrastructure
Web Developer,https://internshala.com/job/detail/remote-part-time-web-developer-job-at-scalar-tech-media-private-limited1750149979,Scalar Tech Media Private Limited,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
.NET Developer,https://internshala.com/job/detail/net-developer-job-in-noida-at-roamkaro-technologies-private-limited1750055261,Roamkaro Technologies Private Limited,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-delhi-at-stirring-minds1749885825,Stirring Minds,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-chennai-at-signatech-services1749801238,SignaTech Services,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Associate Software Tester,https://internshala.com/job/detail/fresher-associate-software-tester-job-in-jaipur-at-prp-webs1749787747,PRP Webs,"₹ 2,00,000 - 3,00,000 /year",0 year(s),200000,300000,0,Cybersecurity
.NET Developer,https://internshala.com/job/detail/net-developer-job-in-mohali-at-bloom-infotech1749737315,Bloom Infotech,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Computer Hardware And Software Installation Eng,https://internshala.com/job/detail/computer-hardware-and-software-installation-eng-job-in-mumbai-at-maruti-computers1749711182,Maruti Computers,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Electronics & Hardware
Product Manager,https://internshala.com/job/detail/remote-product-manager-job-at-englishbhashi1749542490,EnglishBhashi,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Project & Product Management
Laravel And Next.js Developer,https://internshala.com/job/detail/laravel-and-nextjs-developer-job-in-agra-at-developers-street1749466209,Developers Street,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Manual Tester,https://internshala.com/job/detail/manual-tester-job-in-delhi-at-nexgen-innovators-it-services-private-limited1749458102,NexGen Innovators IT Services Private Limited,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Quality Assurance & Testing
Unity Game Developer,https://internshala.com/job/detail/fresher-remote-unity-game-developer-job-at-idz-digital-private-limited1749454638,IDZ Digital Private Limited,"₹ 2,00,000 - 3,00,000 /year",0 year(s),200000,300000,0,Software Development
Game Designer,https://internshala.com/job/detail/fresher-game-designer-job-in-mumbai-at-idz-digital-private-limited1749454594,IDZ Digital Private Limited,"₹ 2,00,000 - 3,00,000 /year",0 year(s),200000,300000,0,Game Development
SEO Specialist,https://internshala.com/job/detail/remote-seo-specialist-job-at-happy-homes1749183957,Happy Homes,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Sales & Marketing
WordPress Developer,https://internshala.com/job/detail/wordpress-developer-job-in-indore-at-digitalvia-technologies-opc-private-limited1748932307,DigitalVia Technologies (OPC) Private Limited,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Junior Web Developer,https://internshala.com/job/detail/junior-web-developer-job-in-multiple-locations-at-national-vidya-foundation1748542254,National Vidya Foundation,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
Associate Software Tester,https://internshala.com/job/detail/remote-associate-software-tester-job-at-iesoft-technologies-private-limited1748339509,IESoft Technologies Private Limited,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Cybersecurity
Associate Software Developer,https://internshala.com/job/detail/remote-associate-software-developer-job-at-dave-chatpar1748234016,NetWit,"₹ 2,00,000 - 3,00,000 /year",1 year(s),200000,300000,1,Software Development
RS-CIT Teacher (Rajasthan State Certificate Course In Information Technology),https://internshala.com/job/detail/rs-cit-teacher-rajasthan-state-certificate-course-in-information-technology-job-in-uniara-at-ipartner-india1749468655,IPartner India,"₹ 2,00,000 - 2,88,000 /year",1 year(s),200000,288000,1,IT Support & Infrastructure
ASP.NET Core Full Stack Developer,https://internshala.com/job/detail/aspnet-core-full-stack-developer-job-in-mumbai-at-anjita-it-solutions-private-limited1749010378,Anjita IT Solutions Private Limited,"₹ 2,00,000 - 2,84,000 /year",1 year(s),200000,284000,1,Software Development
Computer Faculty,https://internshala.com/job/detail/fresher-computer-faculty-job-in-yamunanagar-at-hartron-skill-centre1748934532,Hartron Skill Centre,"₹ 2,00,000 - 2,70,000 /year",0 year(s),200000,270000,0,Education & Training
Corporate Sales Executive,https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-multiple-locations-at-wrapit-coders1748604838,Wrapit Coders,"₹ 2,00,000 - 2,70,000 /year",0 year(s),200000,270000,0,Sales & Marketing
Junior Android App Developer,https://internshala.com/job/detail/remote-junior-android-app-developer-job-at-levia-technologies-private-limited1749378659,Levia Technologies Private Limited,"₹ 2,00,000 - 2,60,000 /year",1 year(s),200000,260000,1,Software Development
Generative AI Developer,https://internshala.com/job/detail/remote-generative-ai-developer-job-at-quantum-it-innovation1748495040,Quantum IT Innovation,"₹ 2,00,000 - 2,60,000 /year",1 year(s),200000,260000,1,Data & AI
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-quantum-it-innovation1748494037,Quantum IT Innovation,"₹ 2,00,000 - 2,60,000 /year",1 year(s),200000,260000,1,Software Development
Senior Web Developer,https://internshala.com/job/detail/senior-web-developer-job-in-mumbai-at-technofra1750500379,Technofra,"₹ 2,00,000 - 2,50,000 /year",1 year(s),200000,250000,1,Software Development
.NET Developer,https://internshala.com/job/detail/fresher-net-developer-job-in-bareilly-at-efox-technologies-private-limited1750473459,Efox Technologies Private Limited,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Software Development
Android App Developer,https://internshala.com/job/detail/fresher-android-app-developer-job-in-agra-at-primewebdynamics1750405479,PrimeWebDynamics,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Software Development
Robotics Trainer,https://internshala.com/job/detail/fresher-robotics-trainer-job-in-multiple-locations-at-techyguide-opc-private-limited1750336875,Techyguide OPC Private Limited,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Data & AI
Product Manager,https://internshala.com/job/detail/fresher-product-manager-job-in-navi-mumbai-at-nuvio-technologies-private-limited1750177822,Nuvio Technologies Private Limited,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Project & Product Management
Junior IT Support Officer,https://internshala.com/job/detail/fresher-junior-it-support-officer-job-in-ghaziabad-at-segueit1750077037,SegueIT,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,IT Support & Infrastructure
AI Vibe Coder (Full-stack Development),https://internshala.com/job/detail/ai-vibe-coder-full-stack-development-job-in-mumbai-at-cinemate1749736531,Cinemate™,"₹ 2,00,000 - 2,50,000 /year",1 year(s),200000,250000,1,Data & AI
Junior Web Developer,https://internshala.com/job/detail/fresher-part-time-junior-web-developer-job-in-jodhpur-at-web-farm-house1749532261,Web Farm House,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Software Development
Technical Onsite Support Executive,https://internshala.com/job/detail/technical-onsite-support-executive-job-in-udaipur-at-wovv-technologies1749462708,WovV Technologies,"₹ 2,00,000 - 2,50,000 /year",1 year(s),200000,250000,1,IT Support & Infrastructure
Web Developer,https://internshala.com/job/detail/fresher-web-developer-job-in-ghaziabad-at-exim-consultancy1748971539,Exim Consultancy,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Software Development
Python Full Stack Developer,https://internshala.com/job/detail/fresher-python-full-stack-developer-job-in-hyderabad-at-megaminds-it-services1748845037,Megaminds IT Services,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Data & AI
Junior Laravel Developer,https://internshala.com/job/detail/fresher-junior-laravel-developer-job-in-kolkata-at-blue-waves-media1748605473,Blue Waves Media,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Software Development
Android App Developer,https://internshala.com/job/detail/android-app-developer-job-in-ghaziabad-at-starshield-technologies-private-limited1748580606,StarShield Technologies Private Limited,"₹ 2,00,000 - 2,50,000 /year",1 year(s),200000,250000,1,Software Development
Junior Lab Chemist – Quality Control (Poultry Feed Plant),https://internshala.com/job/detail/fresher-junior-lab-chemist--quality-control-poultry-feed-plant-job-in-kolkata-at-hitech-hatch-fresh-pvt-ltd1748514914,Hitech Hatch Fresh Pvt. Ltd.,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Quality Assurance & Testing
Quality Inspector,https://internshala.com/job/detail/fresher-quality-inspector-job-in-thanjavur-at-hortbio-technologies-pvt-ltd1748344119,HortBio Technologies Pvt Ltd,"₹ 2,00,000 - 2,50,000 /year",0 year(s),200000,250000,0,Quality Assurance & Testing
